gen,best,avg,median,worst,feasible_count,hard_feasible_count,soft_penalty_count,A_count,B_count,C_count,individuals_with_B,individuals_with_C,individuals_all_A,b_success,b_infeasible,b_repaired,c_success,c_infeasible,c_repaired,best_A_count,best_B_count,best_C_count,truck_distance,uav_distance,energy,plan_completion_time,air_ground_reward,penalty,elapsed,avg_B_candidate_score,b_candidate_accepted_count,b_decoded_success_count,b_failure_reasons,b_gene_count_in_population,b_individual_count,best_B_candidate_score,c_candidate_accepted_count,c_decoded_success_count,c_failure_reasons,c_gene_count_in_population,closure_route_cost,delay_cost,drone_reuse_penalty,early_stop_reason,early_stop_triggered,energy_cost,final_return_penalty,future_objective,future_route_proximity_reward,future_station_coverage_reward,future_terminal_penalty,infeasible_penalty,last_improvement_gen,min_fitness,mutation_b_added,mutation_b_removed,no_improvement_count,orders_where_B_feasible,population_size,raw_truck_distance,raw_uav_distance,repair_penalty,residual_cost,seconds_per_generation,station_queue_penalty,time_cost,total_fitness,truck_distance_cost,uav_distance_cost,unserved_penalty,waiting_cost
54,1987.097774993099,189500.6499757802,202654.80998888303,591400.0762408511,7,7,113,2792,710,338,120,115,0,615,95,0,243,95,173,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4434.614365816116,-321.7829119003129,615,615,{'payload_exceed': 95},710,120,-359.3645879879721,243,243,"{'payload_exceed': 55, 'drone_not_at_independent_node': 40}",338,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,8372,2757,3,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,46.74399924278259,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
55,1987.097774993099,208388.99888869573,202998.85436893062,1023333.881841683,7,7,113,2783,711,346,120,117,0,619,92,0,243,103,167,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4483.294681310654,-322.08994851032315,619,619,{'payload_exceed': 92},711,120,-380.4542648528141,243,243,"{'payload_exceed': 56, 'drone_not_at_independent_node': 47}",346,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,8522,2811,4,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,48.6753134727478,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
56,1987.097774993099,191744.00881184035,203256.7371877381,740433.097056106,6,6,114,2822,693,325,120,115,0,612,81,0,248,77,161,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4534.160581111908,-322.43424808704697,612,612,{'payload_exceed': 81},693,120,-358.4341684271336,248,248,"{'payload_exceed': 46, 'drone_not_at_independent_node': 31}",325,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,8670,2859,5,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,50.86590600013733,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
57,1987.097774993099,203876.9356493811,204356.4318789083,819567.1272860037,7,7,113,2755,716,369,120,118,0,618,98,0,272,97,179,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4583.089210510254,-321.56232061315706,618,618,{'payload_exceed': 98},716,120,-372.95501650080746,272,272,"{'payload_exceed': 56, 'drone_not_at_independent_node': 41}",369,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,8836,2923,6,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,48.927579402923584,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
58,1987.097774993099,194693.13444992667,204330.85013883276,550724.9394109426,7,7,113,2765,711,364,120,118,0,618,93,0,257,107,159,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4634.028089761734,-323.6456260945172,618,618,{'payload_exceed': 93},711,120,-362.83176088231227,257,257,"{'payload_exceed': 57, 'drone_not_at_independent_node': 50}",364,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9008,2983,7,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,50.939926624298096,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
59,1987.097774993099,179494.47176970862,204317.42833160632,505721.1975907105,8,8,112,2748,770,322,120,119,0,668,102,0,243,79,160,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4688.17911362648,-323.88762568314974,668,668,{'payload_exceed': 102},770,120,-363.0245130840707,243,243,"{'payload_exceed': 41, 'drone_not_at_independent_node': 38}",322,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9167,3045,8,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,54.15202498435974,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
60,1987.097774993099,197408.6518672755,204756.81771264164,504724.8655168394,7,7,113,2781,726,333,120,119,0,623,103,0,240,93,163,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4749.082169055939,-320.4635309450045,623,623,{'payload_exceed': 103},726,120,-380.4542648528141,240,240,"{'drone_not_at_independent_node': 39, 'payload_exceed': 54}",333,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9313,3103,9,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,60.90106248855591,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
61,1987.097774993099,207341.32812226945,204526.3643143911,668659.4447322611,6,6,114,2749,725,366,120,117,0,617,108,0,259,107,192,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4803.188106298447,-324.25550780119164,617,617,{'payload_exceed': 108},725,120,-380.4542648528141,259,259,"{'payload_exceed': 59, 'drone_not_at_independent_node': 48}",366,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9483,3160,10,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,54.104174852371216,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
62,1987.097774993099,205920.96878935743,204210.22530509104,1108008.411930215,6,6,114,2743,734,363,120,117,0,630,104,0,266,97,187,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4859.060127735138,-325.10898426913263,630,630,{'payload_exceed': 104},734,120,-376.1453755831705,266,266,"{'payload_exceed': 54, 'drone_not_at_independent_node': 43}",363,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9634,3210,11,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,55.87278175354004,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
63,1987.097774993099,231716.60014854366,207132.0048024399,697163.1746700155,6,6,114,2627,799,414,120,119,0,683,116,0,312,102,210,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4919.384276151657,-326.7753316909187,683,683,{'payload_exceed': 116},799,120,-364.28041286090195,312,312,"{'drone_not_at_independent_node': 47, 'payload_exceed': 55}",414,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9807,3278,12,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,60.32415199279785,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
64,1987.097774993099,223130.56061968268,206524.31195326656,626265.2817155416,6,6,114,2650,790,400,120,119,0,692,98,0,282,118,195,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4990.388986349106,-331.7163591866871,692,692,{'payload_exceed': 98},790,120,-380.4542648528141,282,282,"{'payload_exceed': 71, 'drone_not_at_independent_node': 47}",400,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,9937,3348,13,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,71.0010027885437,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
65,1987.097774993099,210480.03810906538,204312.07574421668,805206.3094589093,8,8,112,2682,761,397,120,118,0,662,99,0,289,108,199,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5059.13437795639,-326.941588303435,662,662,{'payload_exceed': 99},761,120,-380.4542648528141,289,289,"{'payload_exceed': 62, 'drone_not_at_independent_node': 46}",397,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,10096,3414,14,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,68.74809861183167,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
66,1987.097774993099,218772.42116085,205005.34913597227,622428.5699600724,6,6,114,2634,800,406,120,118,0,699,101,0,287,119,177,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5126.898880958557,-323.4200955964728,699,699,{'payload_exceed': 101},800,120,-380.45426485281433,287,287,"{'payload_exceed': 75, 'drone_not_at_independent_node': 44}",406,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,10256,3478,15,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,67.76449847221375,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
67,1987.097774993099,222720.94908248723,202192.37028117297,1753850.5836434967,5,5,115,2661,812,367,120,116,0,714,98,0,257,110,179,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5196.462086439133,-327.3080947937305,714,714,{'payload_exceed': 98},812,120,-372.95501650080746,257,257,"{'drone_not_at_independent_node': 49, 'payload_exceed': 61}",367,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,10410,3546,16,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,69.56421065330505,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
68,1987.097774993099,194365.46600683665,203848.31348799556,702857.011492612,5,5,115,2709,797,334,120,120,0,696,101,0,249,85,175,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5262.804869413376,-323.8778127026431,696,696,{'payload_exceed': 101},797,120,-357.27768510579745,249,249,"{'drone_not_at_independent_node': 38, 'payload_exceed': 47}",334,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,10575,3600,17,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,66.34256935119629,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
69,1987.097774993099,209640.50995237508,206250.0368811214,753020.2375979081,5,5,115,2629,840,371,120,118,0,744,96,0,256,115,174,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5331.940302848816,-322.8225097323217,744,744,{'payload_exceed': 96},840,120,-380.4542648528141,256,256,"{'payload_exceed': 62, 'drone_not_at_independent_node': 53}",371,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,10735,3652,18,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,69.13358449935913,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
70,1987.097774993099,189619.1073259238,196676.26007211028,607318.6134427096,6,6,114,2646,856,338,120,118,0,763,93,0,254,84,166,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5411.381672620773,-326.21580438655093,763,763,{'payload_exceed': 93},856,120,-380.45426485281433,254,254,"{'payload_exceed': 52, 'drone_not_at_independent_node': 32}",338,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,10891,3705,19,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,79.44092798233032,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
71,1987.097774993099,213630.91522309527,204690.94451661254,765730.3794493807,6,6,114,2622,811,407,120,119,0,711,100,0,292,115,193,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,5486.754952669144,-325.34944709474996,711,711,{'payload_exceed': 100},811,120,-365.6549900648293,292,292,"{'payload_exceed': 60, 'drone_not_at_independent_node': 55}",407,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,11054,3768,20,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,75.37301898002625,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
